Store Name,number,streetaddr,strcity,strstate,zipcode,phone-number,Longitude,Latitude
"Walmart Supercenter - Horseheads,",#1976,1400 CR 64,Horseheads,NY,14845,(607) 739-1714,-76.855804,42.158469
"Walmart Supercenter - Painted Post,",#2992,3217 Silverback Ln,Painted Post,NY,14870,(607) 937-9627,-77.105822,42.154409
"Walmart Supercenter - Rensselaer,",#1940,279 Troy Rd,Rennsalaer,NY,12144,(518) 283-3055,-73.700752,42.641362
"Walmart Supercenter - Saratoga Springs ,",#2056,16 Old Glick Rd,Saratoga Springs,NY,12866,(518) 581-8035,-73.748639,43.103432
"Walmart Supercenter - Victor,",#2785,441 Commerce Dr,Victor,NY,14564,(585) 398-6038,-77.440428,43.0202
"Walmart - White Plains,",#3441,275 Main St,White Plains,NY,10601,(914) 285-1070,-73.765376,41.034337
"Walmart Supercenter - Bedford,",#4342,22209 Rockside Rd,Bedford,OH,44146,(216) 587-0110,-81.53106,41.406678
"Walmart Supercenter - Cincinnati,",#3656,1143 Smiley Ave,Cincinnati,OH,45240,(513) 825-4423,-84.520395,39.296954
"Walmart Supercenter - Cincinnati,",#3749,2801 Cunningham Dr,Cincinnati,OH,45241,(513) 769-1124,-84.4284,39.249631
"Walmart Supercenter - Cleveland ,",#4285,3400 Steelyard Dr,Cleveland,OH,44109,(216) 661-2406,-81.691336,41.461889
"Walmart Supercenter - Dayton,",#3783,3465 York Commons Blvd,Dayton,OH,45414,(937) 454-6240,-84.195188,39.845986
"Walmart Supercenter - Dayton ,",#1504,8800 Kingsridge Dr,Dayton,OH,45458,(937) 435-2222,-84.212274,39.63031
"Walmart Supercenter - Dublin,",#2471,5900 Britton Pkwy,Dublin,OH,43016,(614) 717-9660,-83.138616,40.073608
"Walmart Supercenter - Findlay (W) , Gas/Diesel,",#3840,1161 Trenton Ave,Findlay,OH,45840,(419) 425-2186,-83.67237,41.056828
"Walmart Supercenter - Franklin , Gas/Diesel,",#3784,1275 E 2nd St,Franklin,OH,45005,(937) 704-0568,-84.27789,39.565471
"Walmart Supercenter - Holland (toledo),",#3445,1355 South Mccord Rd,Holland,OH,43528,(419) 867-0155,-83.700773,41.61634
"Walmart Supercenter - Kent,",#3722,250 Tallmade Rd,Kent,OH,44240,(330) 673-3142,-81.385115,41.097747
"Walmart Supercenter - Mason,",#1441,5303 Bowen Dr,Mason,OH,45040,(513) 583-9330,-84.317487,39.311474
"Walmart Supercenter - Milford,",#5499,201 Chamber Dr,Milford,OH,45150,(513) 248-0067,-84.278638,39.159508
"Walmart Supercenter - Perrysburg,",#4479,10400 Fremont Pike,Perrysburg,OH,43551,(419) 874-0291,-83.593089,41.549218
"Walmart Supercenter - West Chester ,",#2309,8288 Cincinnati Dayton Rd,West Chester,OH,45069,(513) 777-2397,-84.393539,39.345324
"Walmart Supercenter - Youngstown,",#3860,200 Goldie Rd,Youngstown,OH,44505,(330) 759-2066,-80.662879,41.14733
"Walmart Supercenter - Elk City,",#0134,20221 E 1110 County Rd,Elk City,OK,73644,(580) 225-3003,-99.377598,35.409638
"Walmart Supercenter - OklahomaCity,",#0544,5401 Tinker Diagonal St,Oklahoma City,OK,73115,(405) 670-1007,-97.424881,35.447736
"Wm Nbrhd Mkt - Tulsa,",#5093,4404 South Peoria Ave E,Tulsa,OK,74105,(918) 749-1577,-95.9765,36.099289
"Walmart Supercenter - Albany ,",#5396,1330 Goldfish Farm SE,Albany,OR,97322,(541) 971-4052,-123.049754,44.62718
"Walmart - Happy Valley,",#5440,10000 SE 82nd Ave.,Portland,OR,97015,(503) 788-4748,-122.577162,45.450434
"Wm Nbrhd Mkt - Springfield,",#4178,2730 Gateway St,Springfield,OR,97477,(541) 632-7087,-123.040255,44.070789
"Walmart Supercenter - Duncansville,",#4348,200 Commerce Dr,Duncansville,PA,16635,(814) 693-0531,-78.431514,40.370646
"Walmart Supercenter - Etters,",#4404,50 Newberry Commons,Etters,PA,17319,(717) 932-4384,-76.81393,40.149121
"Walmart Supercenter - King Of Prussia,",#4687,275 N. Gulph Rd,King Of Prussia,PA,19406,(610) 768-0530,-75.398363,40.084206
"Walmart Supercenter - Philadelphia (S),",#2141,1675 S Christopher Columbus Blvd,Philadelphia,PA,19148,(215) 468-4220,-75.142675,39.925279
"Walmart Supercenter - Philadelphia,",#5891,2200 Wheatsheaf Ln,Philadelphia,PA,19137,(215) 613-2236,-75.091943,39.99722
"Walmart Supercenter - Springfield,",#5881,400 S State Rd,Springfield,PA,19064,(610) 605-3154,-75.355381,39.93801
"Walmart Supercenter - Taylor,",#4276,1325 Main,Taylor,PA,18517,(570) 309-3510,-75.68825,41.396037
"Walmart Supercenter - Waynesburg,",#5446,405 Murtha Dr,Waynesburg,PA,15370,(724) 627-3496,-80.128791,39.894075
"Walmart Supercenter - Coventry ,",#2283,650 Centre Of New England Blvd,Coventry,RI,2816,(401) 823-7780,-71.566457,41.664171
"Walmart - Providence ,",#3301,51 Silver Spring St,Providence,RI,2904,(401) 272-5047,-71.416721,41.844771
"Walmart Supercenter - Columbia, Gas/Diesel,",#4379,1326 Bush River Rd,Columbia,SC,29210,(803) 750-3097,-81.108183,34.029984
"Walmart Supercenter - Columbia,",#4506,321 Killian Rd,Columbia,SC,29203,(803) 754-8884,-80.966261,34.13768
"Walmart Supercenter - Greenville,",#4583,3925 Pelham Rd,Greenville,SC,29615,(864) 288-8081,-82.26864,34.86002
"Walmart Supercenter - Bartlett,",#0950,8400 Us Hwy 64,Bartlett,TN,38133,(901) 382-6101,-89.782892,35.206317
"Walmart Supercenter - Clinton,",#4635,150 Tanner Ln,Clinton,TN,37716,(865) 457-4121,-84.086962,36.169075
"Wm Nbrhd Mkt - Madison,",#5107,109 Gallatin Pike North,Madison,TN,37115,(615) 865-6119,-86.713058,36.264152
"Walmart Supercenter - Mount Juliet,",#4482,300 Pleasant Grove Rd,Mount Juliet,TN,37122,(615) 758-1121,-86.51847,36.1786
"Walmart Supercenter - Nashville,",#5616,2421 Powell Ave,Nashvile,TN,37204,(615) 383-3844,-86.768603,36.110824
"Walmart Supercenter - Nashville,",#4435,3458 Dickerson Pike,Nashville,TN,37207,(615) 873-2222,-86.761612,36.244171
"Walmart Supercenter - Ooltewah , Gas/Diesel,",#3835,5588 Little Debbie Pkwy,Ooltewah,TN,37363,(423) 238-1036,-85.064042,35.081591
"Walmart Supercenter - Sweetwater ,",#4166,935 Hwy 11 South,Sweetwater,TN,37874,(423) 337-7636,-84.476337,35.584308
"Walmart Supercenter - Unicoi , Gas/Diesel,",#3852,110 Rocky Bottom Rd,Unicoi,TN,37692,(423) 743-8780,-82.373421,36.18769
"Walmart Supercenter - White House,",#4483,222 Wilkinson Ln,White House,TN,37188,(615) 672-6773,-86.677953,36.471763
"Walmart Supercenter - Arlington,",#3284,4800 Us 287,Arlington,TX,76017,(817) 563-1005,-97.20848,32.66638
"Wm Nbrhd Mkt - Arlington,",#3870,5401 Park Springs Blvd,Arlington,TX,76017,(817) 466-8217,-97.165563,32.659508
"Walmart Supercenter - Benbrook,",#4509,8840 Benbrook Hwy,Benbrook,TX,76126,(682) 233-6820,-97.467525,32.677686
"Walmart Supercenter - Buda , Gas/Diesel,",#4219,690 Old San Antonio Rd,Buda,TX,78610,(512) 295-1670,-97.823976,30.086566
"Wm Nbrhd Mkt - Dallas,",#5042,12789 Midway Rd,Dallas,TX,75244,(972) 488-8862,-96.838985,32.922105
"Wm Nbrhd Mkt - Dallas,",#2105,12801 Midway Rd,Dallas,TX,75244,(972) 980-2195,-96.838556,32.92247
"Walmart Supercenter - Dallas,",#5810,7075 W Wheatland Rd,Dallas,TX,75211,(800) 925-6278,-96.94414,32.647871
"Walmart Supercenter - Dallas,",#2427,9301 Forest Lane Ave,Dallas,TX,75243,(972) 437-9146,-96.738719,32.91
"Walmart Supercenter - Denton,",#4627,2750 W University Dr,Denton,TX,76201,(940) 735-3119,-97.167842,33.2323
"Walmart Supercenter - El Paso,",#3763,12236 Montana Ave,El Paso,TX,79938,(915) 255-4031,-106.26233,31.805982
"Wm Nbrhd Mkt - Fort Worth,",#5181,6513 Meadowbrook Dr,Fort Worth,TX,76112,(817) 492-4468,-97.217686,32.746527
"Walmart Supercenter - Fort Worth (W) , Gas/Diesel,",#3773,9500 Clifford St,Fort Worth,TX,76108,(817) 367-0042,-97.483315,32.765024
"Walmart Supercenter - Garland,",#1800,1801 Marketplace Dr,Garland,TX,75041,(972) 279-8700,-96.652141,32.862091
"Walmart Supercenter - Houston,",#4526,4412 North Fwy,Houston,TX,77022,(713) 300-0511,-95.37909,29.8305
"Walmart Supercenter - Laredo,",#5713,2615 NE Bob Bullock Loop,Laredo,TX,78045,(956) 231-5575,-99.464083,27.611056
"Wm Nbrhd Mkt - Lewisville , Gas/Diesel,",#3287,1515 Fm 407,Lewisville,TX,75077,(972) 966-6215,-97.038004,33.072485
"Walmart Supercenter - Longview  , Gas/Diesel,",#3828,4006 Estes Pky,Longview,TX,75603,(903) 236-0947,-94.714521,32.437488
"Walmart Supercenter - Lubbock (Texas Tech) , Gas/Diesel,",#3826,1911 Marsha Sharp Freeway,Lubbock,TX,79415,(806) 747-3454,-101.857318,33.590697
"Walmart Supercenter - San Antonio (Brooks),",#5245,3302 Southeast Military Dr,San Antonio,TX,78223,(210) 337-1946,-98.433034,29.349498
"Walmart Supercenter - San Antonio (NE),",#2769,5626 Walzem Rd,San Antonio,TX,78218,(210) 507-0650,-98.375171,29.509369
"Walmart Supercenter - Westworth Village,",#0940,6770 Westworth Blvd,Westworth Village,TX,76114,(817) 570-9538,-97.433726,32.753885
"Walmart Supercenter - Centerville,",#3366,221 West Parrish Lane,Centerville,UT,84014,(801) 294-0587,-111.883622,40.920068
"Walmart Supercenter - Ogden,",#3789,1959 Wall Ave,Ogden,UT,84401,(801) 917-1026,-111.980692,41.232035
"Walmart Supercenter - South Jordan,",#2307,11328 So Jordan Gateway Rd,South Jordan,UT,84095,(801) 553-2266,-111.899824,40.54557
"Walmart Supercenter - Washington , Gas,",#1439,625 West Telegraph St,Washington City,UT,84780,(435) 628-2802,-113.51862,37.127321
"Walmart Supercenter - Alexandria,",#5753,6303 Richmond Hwy,Alexandria,VA,22306,(703) 253-9901,-77.077014,38.780396
"Walmart Supercenter - Dublin,",#1652,5225 Alexander Rd,Dublin,VA,24084,(540) 674-5385,-80.693353,37.083458
"Walmart Supercenter - Fairfax,",#5880,11181 Lee Hwy,Fairfax,VA,22030,(703) 995-5061,-77.332053,38.850212
"Walmart Supercenter - Zion Crossroads,",#4682,164 Camp Creek Pkwy,Gordonsville,VA,22942,(540) 832-1259,-78.210026,37.979435
"Walmart Supercenter - Norfolk,",#5488,7530 Tidewater Dr,Norfolk,VA,23505,(757) 480-0587,-76.253334,36.912868
"Walmart Supercenter - Portsmouth,",#3831,1098 Fredrick Blvd,Portsmouth,VA,23707,(757) 399-1795,-76.340676,36.829172
"Walmart Supercenter - Stafford,",#2438,217 Garrisonville Rd,Stafford,VA,22554,(540) 720-0059,-77.416742,38.471319
"Walmart Supercenter - Arlington,",#3757,4010 172nd St,Arlington,WA,98223,(360) 386-4608,-122.174168,48.150584
"Walmart Supercenter - Federal Way ,",#3794,34520 16th Ave South,Federal Way,WA,98003,(253) 835-4965,-122.310233,47.291501
"Wm Nbrhd Mkt - Vancouver,",#3145,2201 Grand Blvd,Vancouver,WA,98661,(360) 258-2015,-122.641056,45.63685
"Walmart Supercenter - Sheboygan ,",#3324,4433 Vanguard Dr,Sheboygan,WI,53083,(920) 459-9410,-87.767564,43.793084
"Walmart Supercenter - Huricane,",#4277,167 Progress Way,Huricane,WV,25526,(304) 562-0475,-82.021576,38.441043
"Walmart Supercenter - Martinsburg,",#4423,5680 Hammonds Mill Rd,Martinsburg,WV,25404,(304) 274-5176,-77.909434,39.543681
"Walmart Supercenter - Morgantown ,",#3215,6051 University Town Centre Dr,Morgantown,WV,26501,(304) 598-3239,-79.999692,39.645879
"Walmart Supercenter - Quincy,",#4278,1001 Warrior Way,Quincy,WV,25015,(304) 220-3001,-81.511783,38.206515
"Walmart Supercenter - Triadelphia,",#5088,450 Stewart Lane,Triadelphia,WV,26059,(304) 547-1726,-80.604315,40.05779
"Walmart Supercenter - Viera (Melbourne) , Gas/Diesel,",#3538,8500 N Wickham Rd And   I-95,Melbourne,FL,32940,NA,-80.723501,28.231259
"Walmart Supercenter - Edmond ,",#0389,1225 W   I-35 Frontage Rd,Edmond,OK,73013,NA,-97.427726,35.639943
