storenum,opendate,date_super,conversion,st,county,streetaddr,strcity,strstate,type_store,strstate_order,region,statename,zipcode,Store Name,number,streetaddr1,strcity1,strstate1,zipcode1,phone-number,Longitude,Latitude
541,1983-10-04,1995-03-01,1,22,103,880 N HWY 190,Covington,LA,Supercenter,LA,South,Louisiana,70433,"Walmart Supercenter - Covington ,",#0541,880 N Hwy 190,Covington,LA,70433,(985) 867-8701,-90.07975,30.443375
542,1983-05-17,1996-03-01,1,22,109,1633 MARTIN LUTHER KING BLVD,Houma,LA,Supercenter,LA,South,Louisiana,70360,"Walmart Supercenter - Houma,",#0542,1633 Martin Luther King Blvd,Houma,LA,70360,(985) 851-6373,-90.751101,29.608506
543,1983-06-07,2002-04-17,1,22,097,1629 EAST CRESSWELL LANE,Opelousas,LA,Supercenter,LA,South,Louisiana,70570,"Walmart Supercenter - Opelousas , Gas/Diesel,",#0543,1629 East Cresswell Lane,Opelousas,LA,70570,(337) 942-9853,-92.065564,30.519832
544,1983-07-01,NA,NA,40,109,7500 EAST RENO,Midwest City,OK,Wal-Mart,OK,South,Oklahoma,73110,"WM Nbrhd Mkt - Midwest City,",#5863,7520 E Reno Ave,Midwest City,OK,73110,(405( 455-4070,-97.389399,35.463106
545,1983-11-15,NA,NA,21,051,240 MANCHESTER SQUARE,Manchester,KY,Wal-Mart,KY,South,Kentucky,40962,"Walmart - Manchester,",#0545,240 Manchester Square,Manchester,KY,40962,(606) 598-6123,-83.772313,37.140318
546,1983-10-04,1993-03-01,1,48,157,5330 FM1640,Richmond,TX,Supercenter,TX,South,Texas,77469,"Walmart Supercenter - Richmond, Gas,",#0546,5330 Fm 1640,Richmond,TX,77469,(281) 232-8396,-95.76133,29.557978
547,1983-10-04,1997-03-01,1,12,057,2602 JIM REDMAN PARKWAY,Plant City,FL,Supercenter,FL,South,Florida,33566,"Walmart Supercenter - Plant City, Gas,",#0547,2602 Jim Redman Pkwy,Plant City,FL,33566,(813) 752-1188,-82.119932,27.985681
548,1983-10-18,2004-03-01,1,13,135,630 COLLINS HILL RD,Lawrenceville,GA,Supercenter,GA,South,Georgia,30045,"Walmart Supercenter - Lawrenceville,",#0548,630 Collins Hill Rd,Lawrenceville,GA,30045,(770) 995-0102,-83.996745,33.972095
549,1983-10-16,2002-02-20,1,35,025,3800 LOVINGTON HWY,Hobbs,NM,Supercenter,NM,West,New Mexico,88240,"Walmart Supercenter - Hobbs,",#0549,3800 N Lovington Hwy,Hobbs,NM,88240,(575) 492-0120,-103.16044,32.742612
550,1984-02-01,NA,NA,17,101,2610 WEST HAVEN ROAD,Lawrenceville,IL,Wal-Mart,IL,Midwest,Illinois,62439,"Walmart Supercenter - Lawrenceville,",#0550,2610 West Haven Rd,Lawrenceville,IL,62439,(618) 943-7551,-87.700342,38.725904
551,1984-10-23,2002-10-16,1,12,107,1024 SO. STATE ROAD #19,Palatka,FL,Supercenter,FL,South,Florida,32177,"Walmart Supercenter - Palatka , Gas/Diesel,",#0551,1024 So. State Rd #19,Palatka,FL,32177,(386) 328-6733,-81.681018,29.636796
552,1984-10-16,NA,NA,21,133,350 WHITESBURG PLAZA,Whitesburg,KY,Wal-Mart,KY,South,Kentucky,41858,"Walmart - Whitesburg,",#0552,350 Whitesburg Plaza,Whitesburg,KY,41858,(606) 633-0152,-82.795444,37.116709
553,1983-05-17,2004-01-28,1,22,103,39142 NATCHEZ DRIVE,Slidell,LA,Supercenter,LA,South,Louisiana,70461,"Walmart Supercenter - Slidell , Gas/Diesel,",#0553,39142 Natchez Dr,Slidell,LA,70461,(985) 641-8572,-89.74873,30.279671
554,1983-06-07,NA,NA,48,479,5610 SAN BERNARDO AVE,Laredo,TX,Wal-Mart,TX,South,Texas,78041,"Walmart - Laredo ,",#0554,5610 San Bernardo Ave,Laredo,TX,78041,(956) 718-2441,-99.50548,27.552475
555,1983-07-01,NA,NA,13,175,2101 VETERANS BLVD,Dublin,GA,Wal-Mart,GA,South,Georgia,31021,"Walmart Supercenter - Dublin, Gas/Diesel,",#0555,2423 Hwy 80 W,Dublin,GA,31021,(478) 272-7017,-82.971343,32.550481
556,1983-07-01,1996-03-01,1,13,299,2425 MEMORIAL DRIVE,Waycross,GA,Supercenter,GA,South,Georgia,31501,"Walmart Supercenter - Waycross , Gas/Diesel,",#0556,2425 Memorial Dr,Waycross,GA,31501,(912) 283-9000,-82.32204,31.197545
557,1983-06-07,2000-03-01,1,20,111,2301 INDUSTRIAL ROAD,Emporia,KS,Supercenter,KS,Midwest,Kansas,66801,"Walmart Supercenter - Emporia,",#0557,2301 Industrial Rd,Emporia,KS,66801,(620) 343-1600,-96.218171,38.425073
558,1983-06-07,1999-03-01,1,20,169,2900 SOUTH 9TH ST,Salina,KS,Supercenter,KS,Midwest,Kansas,67401,"Walmart Supercenter - Salina,",#0558,2900 South 9th St,Salina,KS,67401,(785) 825-6800,-97.613993,38.785367
559,1983-07-01,1997-03-01,1,19,139,3003 NORTH HWY 61,Muscatine,IA,Supercenter,IA,Midwest,Iowa,52761,"Walmart Supercenter - Muscatine,",#0559,3003 North Hwy 61,Muscatine,IA,52761,(563) 263-8312,-91.024768,41.456593
560,1983-07-01,1995-03-01,1,29,021,4201 N BELT HIGHWAY,St. Joseph,MO,Supercenter,MO,Midwest,Missouri,64506,"Walmart Supercenter - St. Joseph,",#0560,4201 N Belt Hwy,St. Joseph,MO,64506,(816) 390-8400,-94.812894,39.808471
561,1983-10-04,2005-10-26,1,48,133,1410 E. MAIN ST.,Eastland,TX,Supercenter,TX,South,Texas,76448,"Walmart Supercenter - Eastland , Gas/Diesel,",#0561,1410 E. Main St.,Eastland,TX,76448,(254) 629-3371,-98.792969,32.403773
562,1983-11-01,2000-03-01,1,01,115,8551 WHITFIELD AVE,Leeds,AL,Supercenter,AL,South,Alabama,35094,"Walmart Supercenter - Leeds,",#0562,8551 Whitfield Ave,Leeds,AL,35094,(205) 699-0701,-86.519748,33.562104
563,1983-10-18,2001-03-14,1,12,127,2400 VETERANS MEMORIAL PRKWY,Orange City,FL,Supercenter,FL,South,Florida,32763,"Walmart Supercenter - Orange City ,",#0563,2400 Veterans Memorial Prkwy,Orange City,FL,32763,(386) 775-1500,-81.279859,28.913512
564,1983-11-01,1998-03-01,1,40,109,6100 WEST RENO AVE,Oklahoma City,OK,Supercenter,OK,South,Oklahoma,73127,"Walmart Supercenter - Oklahoma City (W),",#0564,6100 West Reno Ave,Oklahoma City,OK,73127,(405) 491-0320,-97.622382,35.462214
565,1983-10-18,2003-08-20,1,48,349,3801 WEST HWY 31,Corsicana,TX,Supercenter,TX,South,Texas,75110,"Walmart Supercenter - Corsicana , Gas/Diesel,",#0565,3801 West Hwy 31,Corsicana,TX,75110,(903) 872-6691,-96.506559,32.067258
566,1984-03-06,2004-01-28,1,18,173,1115 AMERICAN WAY,Boonville,IN,Supercenter,IN,Midwest,Indiana,47601,"Walmart Supercenter - Boonville,",#0566,1115 American Way,Boonville,IN,47601,(812) 897-5964,-87.307028,38.049829
567,1984-04-03,NA,NA,48,051,475 STATE HIGHWAY 36 N,Caldwell,TX,Wal-Mart,TX,South,Texas,77836,"Walmart - Caldwell,",#0567,475 State Hwy 36 N,Caldwell,TX,77836,(979) 567-9807,-96.697966,30.538738
568,1984-05-01,NA,NA,47,159,59 DIXON SPRINGS HIGHWAY,Carthage,TN,Wal-Mart,TN,South,Tennessee,37030,"Walmart Supercenter - Carthage, Gas,",#0568,1 Meyer St,Carthage,TN,37030,(615) 735-2049,-85.941253,36.244121
569,1984-11-29,NA,NA,21,001,809 JAMESTOWN STREET,Columbia,KY,Wal-Mart,KY,South,Kentucky,42728,"Walmart Supercenter - Columbia,",#0569,2988 Burkesville Rd,Columbia,KY,42728,(270) 384-4745,-85.336221,37.076083
571,1984-04-03,2002-02-20,1,21,209,112 OSBORNE WAY,Georgetown,KY,Supercenter,KY,South,Kentucky,40324,"Walmart Supercenter - Georgetown , Gas/Diesel,",#0571,112 Osborne Way,Georgetown,KY,40324,(502) 867-0547,-84.537444,38.230199
572,1984-06-05,2003-03-19,1,48,183,1201 STONE STREET,Kilgore,TX,Supercenter,TX,South,Texas,75662,"Walmart Supercenter - Kilgore , Gas/Diesel,",#0572,1201 Stone Rd,Kilgore,TX,75662,(903) 983-1494,-94.865125,32.392839
573,1984-04-03,2001-06-27,1,29,095,1000 NE SAM WALTON LANE,Lee's Summit,MO,Supercenter,MO,Midwest,Missouri,64086,"Walmart Supercenter - Lee's Summit,",#0573,1000 Ne Sam Walton Lane,Lee's Summit,MO,64086,(816) 246-4555,-94.3631,38.9304
574,1984-06-29,1996-03-01,1,45,051,2751 BEAVER RUN BLVD,Surfside Beach,SC,Supercenter,SC,South,South Carolina,29575,"Walmart Supercenter - Surfside Beach,",#0574,2751 Beaver Run Blvd,Surfside Beach,SC,29575,(843) 650-4800,-78.980114,33.647643
575,1984-05-22,2004-05-19,1,13,057,12182 HWY 92,Woodstock,GA,Supercenter,GA,South,Georgia,30188,"Walmart Supercenter - Woodstock,",#0575,12182 Hwy 92,Woodstock,GA,30188,(770) 516-4719,-84.481233,34.085102
576,1983-10-04,1994-03-01,1,40,143,207 S MEMORIAL DRIVE,Tulsa,OK,Supercenter,OK,South,Oklahoma,74112,"Walmart Supercenter - Tulsa , Gas/Diesel,",#0576,207 S Memorial Dr,Tulsa,OK,74112,(918) 834-8700,-95.8839,36.159235
577,1984-08-02,2001-07-11,1,20,091,13600 S. ALDEN ST.,Olathe,KS,Supercenter,KS,Midwest,Kansas,66062,"Walmart Supercenter - Olathe,",#0577,13600 S. Alden St.,Olathe,KS,66062,(913) 829-4404,-94.756475,38.882563
578,1983-10-18,1995-03-01,1,47,155,1414 PARKWAY,Sevierville,TN,Supercenter,TN,South,Tennessee,37862,"Walmart Supercenter - Sevierville ,",#0578,1414 Pkwy,Sevierville,TN,37862,(865) 429-9929,-83.572565,35.839036
579,1983-11-29,1997-03-01,1,12,109,2355 US HWY #1SOUTH,St. Augustine,FL,Supercenter,FL,South,Florida,32086,"Walmart Supercenter - St Augustine ,",#0579,2355 Us Hwy #1south St.,St. Augustine,FL,32086,(904) 797-3309,-81.324595,29.856256
580,1983-11-29,1997-03-01,1,12,105,1050 VAN FLEET DRIVE,Bartow,FL,Supercenter,FL,South,Florida,33830,"Walmart Supercenter - Bartow,",#0580,1050 Van Fleet Dr,Bartow,FL,33830,(863) 533-5400,-81.8334,27.906282
581,1983-10-04,2002-09-04,1,19,127,2802 S CENTER STREET,Marshalltown,IA,Supercenter,IA,Midwest,Iowa,50158,"Walmart Supercenter - Marshalltown, Gas,",#0581,2802 S Center St,Marshalltown,IA,50158,(641) 753-7846,-92.910505,42.011901
582,1983-11-29,1998-03-01,1,12,127,1590 DUNLAWTON AVE,Port Orange,FL,Supercenter,FL,South,Florida,32127,"Walmart Supercenter - Port Orange ,",#0582,1590 Dunlawton Ave,Port Orange,FL,32127,(386) 756-2711,-81.020743,29.116864
583,1984-05-22,1999-03-01,1,47,151,19740 ALBERTA STREET,Oneida,TN,Supercenter,TN,South,Tennessee,37841,"Walmart Supercenter - Oneida,",#0583,19740 Alberta St,Oneida,TN,37841,(423) 569-6228,-84.507089,36.513937
584,1984-10-16,1999-03-01,1,21,081,20 FERGUSON BLVD.,Dry Ridge,KY,Supercenter,KY,South,Kentucky,41035,"Walmart Supercenter - Dry Ridge,",#0584,20 Ferguson Blvd,Dry Ridge,KY,41035,(859) 824-0575,-84.596951,38.679995
585,1984-02-01,2002-03-01,1,45,091,2377 DAVE LYLE BLVD.,Rock Hill,SC,Supercenter,SC,South,South Carolina,29730,"Walmart Supercenter - Rock Hill , Gas/Diesel,",#0585,2377 Dave Lyle Blvd.,Rock Hill,SC,29730,(803) 366-9431,-80.962518,34.943092
586,1988-06-02,1998-03-01,1,45,051,2709-A CHURCH STREET,Conway,SC,Supercenter,SC,South,South Carolina,29526,"Walmart Supercenter - Conway,",#0586,2709-a Church St,Conway,SC,29526,(843) 365-0303,-79.090611,33.859074
587,1984-05-22,2004-03-01,1,47,185,202 SAM WALTON DRIVE,Sparta,TN,Supercenter,TN,South,Tennessee,38583,"Walmart Supercenter - Sparta , Gas/Diesel,",#0587,202 Sam Walton Dr,Sparta,TN,38583,(931) 738-3225,-85.48897,35.93262
588,1984-03-06,2004-03-01,1,13,177,2825 LEDO ROAD,Albany,GA,Supercenter,GA,South,Georgia,31707,"Walmart Supercenter - Albany , Gas/Diesel,",#0588,2825 Ledo Rd,Albany,GA,31707,(229) 889-9655,-84.213729,31.624218
589,1984-02-01,1999-03-01,1,21,111,11901 STANDIFORD PLAZA ROAD,Louisville,KY,Supercenter,KY,South,Kentucky,40229,"Walmart Supercenter - Louisville (Hillview),",#0589,11901 Standiford Plaza Rd,Louisville,KY,40229,(502) 968-6800,-85.664781,38.088695
590,1984-08-31,2004-04-21,1,48,439,6300 OAKMONT BLVD (HULEN),Ft. Worth,TX,Supercenter,TX,South,Texas,76132,"Walmart Supercenter - Fort Worth,",#0590,6300 Oakmont Blvd,Fort Worth,TX,76132,(817) 263-4065,-97.404791,32.664137
591,1984-09-18,NA,NA,21,097,US 27 SOUTH,Cynthiana,KY,Wal-Mart,KY,South,Kentucky,41031,"Walmart Supercenter - Cynthiana,",#0591,805 Us 275,Cynthiana,KY,41031,(859) 234-3232,-84.306494,38.378713
592,1984-08-02,1997-03-01,1,20,173,2020 NORTH SE BLVD,Derby,KS,Supercenter,KS,Midwest,Kansas,67037,"Walmart Supercenter - Derby,",#0592,2020 North Se Blvd,Derby,KS,67037,(316) 788-9400,-97.275966,37.568842
593,1984-10-16,1996-03-01,1,13,069,1450 SOUTHEAST BOWENS MILL RD,Douglas,GA,Supercenter,GA,South,Georgia,31533,"Walmart Supercenter - Douglas, Gas,",#0593,1450 Bowens Mill Rd Se,Douglas,GA,31533,(912) 384-4600,-82.848229,31.485836
594,1984-04-17,1996-03-01,1,13,113,125 PAVILLION PARKWAY,Fayetteville,GA,Supercenter,GA,South,Georgia,30214,"Walmart Supercenter - Fayetteville,",#0594,125 Pavillion Pkwy,Fayetteville,GA,30214,(770) 460-0947,-84.442504,33.480648
595,1984-10-02,1994-03-01,1,48,061,1801 WEST LINCOLN AVE,Harlingen,TX,Supercenter,TX,South,Texas,78552,"Walmart Supercenter - Harlingen , Gas/Diesel,",#0595,1801 West Lincoln Ave,Harlingen,TX,78552,(956) 428-0734,-97.715996,26.180627
596,1984-10-16,NA,NA,17,199,1713 SOUTH PARK AVENUE,Herrin,IL,Wal-Mart,IL,Midwest,Illinois,62948,"Walmart - Herrin,",#0596,1713 South Park Ave,Herrin,IL,62948,(618) 942-7386,-89.028412,37.788209
597,1984-09-18,1999-03-01,1,48,201,7075 FM 1960 RD WEST,Houston,TX,Supercenter,TX,South,Texas,77069,"Walmart Supercenter - Houston (Willowbrook), Gas,",#0597,7075 Fm 1960,Houston,TX,77069,(281) 893-1707,-95.53351,29.965686
598,1984-10-16,1995-03-01,1,31,019,5411 N. SECOND AVENUE,Kearney,NE,Supercenter,NE,Midwest,Nebraska,68847,"Walmart Supercenter - Kearney,",#0598,5411 N. Second Ave,Kearney,NE,68847,(308) 234-8448,-99.082127,40.726306
599,1984-08-31,1995-03-01,1,47,163,3200 FT HENRY DRIVE,Kingsport,TN,Supercenter,TN,South,Tennessee,37664,"Walmart Supercenter - Kingsport,",#0599,3200 Ft Henry Dr,Kingsport,TN,37664,(423) 392-0600,-82.517922,36.509281
600,1984-07-17,2004-10-27,1,48,179,2801 NO. CHARLES ST.,Pampa,TX,Supercenter,TX,South,Texas,79065,"Walmart Supercenter - Pampa , Gas/Diesel,",#0600,2801 No. Charles St.,Pampa,TX,79065,(806) 665-0727,-100.968844,35.570211
601,1984-08-31,1994-03-01,1,48,451,5501 SHERWOOD WAY,San Angelo,TX,Supercenter,TX,South,Texas,76904,"Walmart Supercenter - San Angelo, Gas,",#0601,5501 Sherwood Way,San Angelo,TX,76904,(325) 949-9201,-100.509794,31.426998
602,1984-04-03,NA,NA,48,339,610 SAWDUST ROAD,The Woodlands,TX,Wal-Mart,TX,South,Texas,77380,"Walmart Supercenter - The Woodlands , Gas/Diesel,",#3213,3040 College Park Dr,The Woodlands,TX,77384,(936) 321-9922,-95.458963,30.209887
603,1985-10-08,2004-04-14,1,17,179,3320 VETERANS DRIVE,Pekin,IL,Supercenter,IL,Midwest,Illinois,61554,"Walmart Supercenter - Pekin,",#0603,3320 Veterans Dr,Pekin,IL,61554,(309) 353-1123,-89.594868,40.53904
604,1983-11-15,2002-10-16,1,01,069,4310 MONTGOMERY HWY,Dothan,AL,Supercenter,AL,South,Alabama,36303,"Walmart Supercenter - Dothan , Gas/Diesel,",#0604,4310 Montgomery Hwy,Dothan,AL,36303,(334) 793-3099,-85.440582,31.267021
605,1983-11-25,2004-07-21,1,13,051,1955 E. MONTGOMERY CROSSROADS,Savannah,GA,Supercenter,GA,South,Georgia,31406,"Walmart Supercenter - Savannah ,",#0605,1955 E Montgomery Cross,Savannah,GA,31406,(912) 354-0335,-81.082311,31.987331
606,1983-11-25,NA,NA,13,051,4725 EAST HWY 80,Savannah,GA,Wal-Mart,GA,South,Georgia,31410,"Walmart - Savannah ,",#0606,4725 East Hwy 80,Savannah,GA,31410,(912) 898-1391,-81.006392,32.042343
607,1984-06-29,NA,NA,40,075,923 WEST 11 STREET (HWY 9),Hobart,OK,Wal-Mart,OK,South,Oklahoma,73651,"Walmart - Hobart,",#0607,923 West 11 St (hwy 9),Hobart,OK,73651,(580) 726-5693,-99.103799,35.01662
608,1984-06-29,1994-03-01,1,48,329,4517 NORTH MIDLAND DRIVE,Midland,TX,Supercenter,TX,South,Texas,79707,"Walmart Supercenter - Midland, Gas,",#0608,4517 North Midland Dr,Midland,TX,79707,(432) 697-0871,-102.147139,32.030018
609,1984-09-18,2002-03-20,1,29,127,3650 STAR DUST DRIVE,Hannibal,MO,Supercenter,MO,Midwest,Missouri,63401,"Walmart Supercenter - Hannibal , Gas/Diesel,",#0609,3650 Star Dust Dr,Hannibal,MO,63401,(573) 221-5610,-91.398862,39.724488
610,1984-04-03,1994-03-01,1,48,143,2765 W WASHINGTON,Stephenville,TX,Supercenter,TX,South,Texas,76401,"Walmart Supercenter - Stephenville,",#0610,2765 W Washington,Stephenville,TX,76401,(254) 965-7766,-98.237017,32.206443
611,1984-04-03,2003-03-19,1,35,005,"4500 ""A"" NORTH MAIN",Roswell,NM,Supercenter,NM,West,New Mexico,88201,"Walmart Supercenter - Roswell,",#0611,4500 A North Main,Roswell,NM,88201,(575) 623-2062,-104.52504,33.449766
612,1984-02-04,2002-03-01,1,17,029,2250 LINCOLN AVENUE,Charleston,IL,Supercenter,IL,Midwest,Illinois,61920,"Walmart Supercenter - Charleston, Gas,",#0612,2250 Lincoln Ave,Charleston,IL,61920,(217) 345-1222,-88.15528,39.486084
613,1984-04-03,1996-03-01,1,12,127,1521 W GRANADA BLVD,Ormond Beach,FL,Supercenter,FL,South,Florida,32174,"Walmart Supercenter - Ormond Beach ,",#0613,1521 W Granada Blvd,Ormond Beach,FL,32174,(386) 672-2104,-81.113517,29.259046
614,1984-05-22,2004-07-14,1,13,285,803 NEW FRANKLIN RD,La Grange,GA,Supercenter,GA,South,Georgia,30240,"Walmart Supercenter - La Grange ,",#0614,803 New Franklin Rd,La Grange,GA,30240,(706) 812-0225,-85.030024,33.059867
615,1984-11-13,1995-03-01,1,13,015,101 MARKET PLACE BLVD,Cartersville,GA,Supercenter,GA,South,Georgia,30121,"Walmart Supercenter - Cartersville , Gas,",#0615,101 Market Place Blvd,Cartersville,GA,30121,(770) 382-0182,-84.788479,34.202688
616,1984-08-31,1997-03-01,1,45,075,2795 NORTH ROAD,Orangeberg,SC,Supercenter,SC,South,South Carolina,29115,"Walmart Supercenter - Orangeburg , Gas/Diesel,",#0616,2795 North Rd,Orangeburg,SC,29115,(803) 533-0645,-80.890205,33.525111
617,1985-11-12,NA,NA,18,153,757 WEST WOLF STREET,Sullivan,IN,Wal-Mart,IN,Midwest,Indiana,47882,"Walmart - Sullivan,",#0617,757 West Wolf St,Sullivan,IN,47882,(812) 268-3381,-87.42403,39.101707
618,1984-08-02,1995-03-01,1,13,223,4166 JIMMY LEE SMITH PKWY,Hiram,GA,Supercenter,GA,South,Georgia,30141,"Walmart Supercenter - Hiram,",#0618,4166 Jimmy Lee Smith Pkwy,Hiram,GA,30141,(770) 439-1028,-84.75741,33.89181
619,1984-10-16,2003-08-20,1,47,143,3034 RHEA COUNTY HWY,Dayton,TN,Supercenter,TN,South,Tennessee,37321,"Walmart Supercenter - Dayton , Gas/Diesel,",#0619,3034 Rhea County Hwy,Dayton,TN,37321,(423) 775-4448,-85.044951,35.459719
620,1984-11-13,2003-10-29,1,47,163,220 CENTURY BLVD,Bristol,TN,Supercenter,TN,South,Tennessee,37620,"Walmart Supercenter - Bristol , Gas/Diesel,",#0620,220 Century Blvd,Bristol,TN,37620,(423) 968-2777,-82.235046,36.544718
621,1981-07-04,NA,NA,45,041,230 KELLEY STREET,Lake City,SC,Wal-Mart,SC,South,South Carolina,29560,"Walmart Supercenter - Lake City,",#0621,900 Hwy 52,Lake City,SC,29560,(843) 394-7405,-79.757275,33.877494
622,1984-11-13,2000-03-01,1,40,109,7800 N.W. EXPRESSWAY,Oklahoma City,OK,Supercenter,OK,South,Oklahoma,73132,"Walmart Supercenter - Oklahoma City,",#0622,7800 N.w. Expressway,Oklahoma City,OK,73132,(405) 773-2625,-97.653604,35.563278
623,1984-08-21,1996-03-01,1,12,071,545 PINE ISLAND RD,N. Ft. Meyers,FL,Supercenter,FL,South,Florida,33903,"Walmart Supercenter - North Fort Myers,",#0623,545 Pine Island Rd,North Fort Myers,FL,33903,(239) 997-9991,-81.898496,26.680439
624,1981-07-04,2000-03-01,1,45,071,2812 MAIN ST,Newberry,SC,Supercenter,SC,South,South Carolina,29108,"Walmart Supercenter - Newberry, Gas,",#0624,2812 Main St,Newberry,SC,29108,(803) 276-4411,-81.592006,34.281329
625,1981-07-04,1996-03-01,1,45,043,1310 NORTH FRASER,Georgetown,SC,Supercenter,SC,South,South Carolina,29440,"Walmart Supercenter - Georgetown,",#0625,1310 North Fraser,Georgetown,SC,29440,(843) 527-9970,-79.287255,33.393719
626,1984-10-02,NA,NA,48,165,2000 HOBBS HIGHWAY,Seminole,TX,Wal-Mart,TX,South,Texas,79360,"Walmart - Seminole,",#0626,2000 Hobbs Hwy,Seminole,TX,79360,(432) 758-9225,-102.664142,32.723487
627,1981-07-04,NA,NA,45,033,536 RADFORD BLVD,Dillon,SC,Wal-Mart,SC,South,South Carolina,29536,"Walmart Supercenter - Dillon,",#0627,805 Enterprise Rd,Dillon,SC,29536,(843) 841-9800,-79.374369,34.435747
628,1981-07-04,2000-03-01,1,45,035,9880 DORCHESTER ROAD,Summerville,SC,Supercenter,SC,South,South Carolina,29418,"Walmart Supercenter - Summerville,",#0628,9880 Dorchester Rd,Summerville,SC,29485,(843) 871-3303,-80.156134,32.94995
629,1981-07-04,NA,NA,45,087,441 N DUNCAN BYPASS/SUITE A,Union,SC,Wal-Mart,SC,South,South Carolina,29379,"Walmart Supercenter - Union, Gas/Diesel,",#0629,513 North  Duncan Bypass,Union,SC,29379,(864) 429-0598,-81.64101,34.727937
630,1982-03-01,NA,NA,45,041,2530 DAVID H MCLEOD BLVD,Florence,SC,Wal-Mart,SC,South,South Carolina,29501,"Walmart Supercenter - Florence,",#0630,230 N Beltline Dr,Florence,SC,29501,(843) 664-2020,-79.821537,34.192523
632,1982-07-13,NA,NA,45,019,1481 US HWY 17 NORTH,Mount Pleasant,SC,Wal-Mart,SC,South,South Carolina,29464,"Walmart Supercenter - Mount Pleasant,",#0632,1481 Us Hwy 17 North,Mount Pleasant,SC,29464,(843) 881-6100,-79.844396,32.815631
633,1984-10-23,1995-03-01,1,17,073,730 TENNEY ST,Kewanee,IL,Supercenter,IL,Midwest,Illinois,61443,"Walmart Supercenter - Kewanee, x",#0633,730 Tenney St,Kewanee,IL,61443,(309) 853-2020,-89.923554,41.221346
634,1981-07-04,1998-03-01,1,45,055,2240 WEST DEKALB ST.,Camden,SC,Supercenter,SC,South,South Carolina,29020,"Walmart Supercenter - Camden,",#0634,2240 West Dekalb St.,Camden,SC,29020,(803) 425-5746,-80.649122,34.250317
635,1981-07-04,2001-03-14,1,13,051,6000 OGEECHEE ROAD,Savannah (S),GA,Supercenter,GA,South,Georgia,31419,"Walmart Supercenter - Savannah (S) , Gas/Diesel,",#0635,6000 Ogeechee Rd,Savannah,GA,31419,(912) 921-0882,-81.257111,31.999697
636,1985-03-05,2002-10-16,1,17,011,2111 CLAUDE BAILEY PKWY,Princeton,IL,Supercenter,IL,Midwest,Illinois,61356,"Walmart Supercenter - Princeton,",#0636,2111 Claude Bailey Pkwy,Princeton,IL,61356,(815) 875-4521,-89.463999,41.39627
637,1985-02-05,2004-03-17,1,31,047,200 FRONTIER STREET,Lexington,NE,Supercenter,NE,Midwest,Nebraska,68850,"Walmart Supercenter - Lexington,",#0637,200 Frontier St,Lexington,NE,68850,(308) 324-7427,-99.740857,40.745147
638,1981-07-04,2000-03-01,1,45,021,165 WALTON DRIVE,Gaffney,SC,Supercenter,SC,South,South Carolina,29341,"Walmart Supercenter - Gaffney , Gas/Diesel,",#0638,165 Walton Dr,Gaffney,SC,29341,(864) 487-3769,-81.664988,35.087909
639,1981-07-04,1997-03-01,1,13,127,150 ALTAMA CONNECTOR,Brunswick,GA,Supercenter,GA,South,Georgia,31525,"Walmart Supercenter - Brunswick, Gas,",#0639,150 Altama Connector,Brunswick,GA,31525,(912) 261-1616,-81.485797,31.213437
640,1981-07-04,1998-03-01,1,45,045,1451 WOODRUFF ROAD,Greenville,SC,Supercenter,SC,South,South Carolina,29607,"Walmart Supercenter - Greenville,",#0640,1451 Woodruff Rd,Greenville,SC,29607,(864) 297-3031,-82.282231,34.822831
641,1981-07-04,2000-03-01,1,45,045,6134 WHITE HORSE ROAD,Greenville,SC,Supercenter,SC,South,South Carolina,29611,"Walmart Supercenter - Greenville (W) , Gas/Diesel,",#0641,6134 White Horse Rd,Greenville,SC,29611,(864) 295-3181,-82.454678,34.856125
642,1981-07-04,NA,NA,45,025,801 CHESTERFIELD HWY,Cheraw,SC,Wal-Mart,SC,South,South Carolina,29520,"Walmart Supercenter - Cheraw, Gas/Diesel,",#0642,1040 Chesterfield Hwy 10,Cheraw,SC,29520,(843) 537-6381,-79.931699,34.70222
643,1981-07-04,1998-03-01,1,45,051,10820 N. KINGS HWY,Myrtle Beach,SC,Supercenter,SC,South,South Carolina,29572,"Walmart Supercenter - Myrtle Beach , Gas,",#0643,10820 Kings Rd,Myrtle Beach,SC,29572,(843) 449-0502,-78.769396,33.786546
